"Id","SalePrice"
1461,121675.521540449
1462,158669.978693268
1463,169398.226399326
1464,183302.42614735
1465,180609.858382373
1466,163875.404057342
1467,161731.892572366
1468,158810.313877387
1469,178576.862752531
1470,128109.557915185
1471,202800.177342945
1472,91282.1021850171
1473,93522.3973240546
1474,155183.118284142
1475,113787.389616337
1476,347380.447879597
1477,241345.729881069
1478,267577.554391443
1479,272525.295751802
1480,479884.503140556
1481,320325.374078086
1482,203242.008885563
1483,161414.62493237
1484,162819.528972512
1485,180261.059095559
1486,193894.194794699
1487,313947.330803459
1488,221353.67743685
1489,190702.002588808
1490,212953.753069426
1491,196398.590242856
1492,94967.1712241895
1493,184106.742094322
1494,282349.363072361
1495,279115.254354657
1496,225866.344564924
1497,176819.68123409
1498,160502.3650912
1499,158543.223622872
1500,151478.908348061
1501,168482.938331691
1502,149160.741886645
1503,291988.807168602
1504,239436.505651883
1505,213450.069626906
1506,188653.794376081
1507,239624.27837618
1508,193277.018609993
1509,150199.500996288
1510,143516.542932137
1511,142262.050728259
1512,175243.329316255
1513,137380.687639696
1514,159204.429274989
1515,181518.478888607
1516,146642.216764411
1517,158977.606391983
1518,131353.243046661
1519,211293.511215785
1520,134152.96965479
1521,132879.541738343
1522,165370.31534487
1523,111563.026548021
1524,119891.177025321
1525,120748.440101239
1526,118530.456605779
1527,101826.619813759
1528,125504.519128593
1529,144808.195993515
1530,174648.373581048
1531,99272.0211069975
1532,96973.4045010588
1533,153844.839339196
1534,116992.000522952
1535,148761.410474926
1536,113081.736170554
1537,63436.9767759469
1538,167546.548771199
1539,173884.383884593
1540,90758.8497758748
1541,137027.528990357
1542,138198.558826025
1543,199666.524669539
1544,85142.7989505624
1545,106267.241752382
1546,121382.876011057
1547,133985.986321567
1548,128281.083878383
1549,104783.276993987
1550,128541.439111018
1551,114789.254554314
1552,137190.190925956
1553,148197.414361543
1554,104175.379632436
1555,166274.878201044
1556,80952.4050274729
1557,100296.331641127
1558,81362.6902559979
1559,63972.8214810702
1560,121010.008984625
1561,133936.800439121
1562,126573.090470181
1563,120833.915116923
1564,160151.307781685
1565,139097.023452286
1566,238409.565817069
1567,73538.0896027094
1568,215720.167857087
1569,136954.759762734
1570,132051.710068156
1571,123388.950898457
1572,143821.671966202
1573,232258.680761403
1574,103761.717473131
1575,230429.692383537
1576,203406.44039372
1577,180402.940935634
1578,122723.19524531
1579,140220.065081715
1580,190212.680121598
1581,147904.722401404
1582,124510.260120731
1583,328761.801647064
1584,219317.547589055
1585,140332.438476865
1586,70482.6051890855
1587,100145.509399598
1588,151416.225010849
1589,93387.1940575907
1590,138172.333827803
1591,101256.345251993
1592,114319.49069172
1593,118287.557964807
1594,125657.217251776
1595,101972.679944399
1596,222992.568000346
1597,165787.667107753
1598,191576.785485687
1599,176636.982512501
1600,170486.683148849
1601,60260.0082864147
1602,108749.020619778
1603,69464.4933811915
1604,275179.242608168
1605,230693.329183644
1606,165927.967739545
1607,169717.58977353
1608,205437.041269743
1609,183466.297087941
1610,144168.690825376
1611,133719.321719511
1612,164696.380585781
1613,153029.64153211
1614,129737.778899739
1615,90906.0248754893
1616,78233.12461662
1617,89696.0879126638
1618,117586.176152381
1619,135413.9331081
1620,170419.222159442
1621,129335.053321073
1622,139769.471195749
1623,289100.497201173
1624,210485.011124673
1625,124682.912184779
1626,156721.99386815
1627,175110.348247669
1628,268184.298135231
1629,165420.947819124
1630,364832.200583139
1631,202227.540555812
1632,240230.86068212
1633,168779.006084613
1634,178952.778550988
1635,168565.707749093
1636,143602.110956471
1637,182479.521409357
1638,203305.787869649
1639,167652.519618776
1640,255663.457871861
1641,169212.544890331
1642,222400.240972123
1643,215247.5148149
1644,224022.950724391
1645,189537.25660896
1646,155849.03674988
1647,154491.606973592
1648,127999.76984472
1649,132460.620959719
1650,118607.235249932
1651,116749.359666042
1652,94945.7090924778
1653,94243.588529317
1654,145816.365742589
1655,148589.705152183
1656,142990.294431118
1657,144924.660982832
1658,149662.305979619
1659,127417.60273109
1660,145127.973524266
1661,448172.184251592
1662,389405.478910302
1663,389007.206997205
1664,510454.543489564
1665,292702.820513438
1666,314900.278502341
1667,373766.149638185
1668,324743.258863598
1669,263796.193787557
1670,335318.630453311
1671,256998.185276975
1672,445625.244888493
1673,285878.469381659
1674,227009.787684289
1675,178932.641489145
1676,180704.961539412
1677,217722.06932005
1678,506254.221042317
1679,384316.769510211
1680,335195.216250666
1681,239693.073829263
1682,289094.70739705
1683,178852.627599639
1684,180328.976472252
1685,167417.013365396
1686,167492.390465358
1687,172316.779922918
1688,194126.953577135
1689,191188.390169448
1690,194891.577371503
1691,179488.948967141
1692,247467.603601919
1693,171183.985218669
1694,166208.925298993
1695,156457.818950226
1696,265426.135832228
1697,162366.441742045
1698,339778.648957117
1699,308666.460115005
1700,239944.882635468
1701,260703.23284778
1702,249664.816966404
1703,249541.512182945
1704,274849.826129183
1705,223239.818547805
1706,455046.264584257
1707,214589.790988597
1708,199617.212799213
1709,257227.203717968
1710,210902.550275873
1711,248624.830061223
1712,252044.936716117
1713,250206.841438503
1714,214619.262435395
1715,190660.904939822
1716,184977.201555872
1717,178187.461691301
1718,134565.435640717
1719,196308.70667732
1720,229983.582858565
1721,170245.247352118
1722,130700.718594722
1723,153732.347878359
1724,205897.380570382
1725,228489.995171928
1726,183449.675966813
1727,154847.534927315
1728,190689.81784876
1729,153386.150834253
1730,141171.248125011
1731,120259.335027891
1732,127434.615952146
1733,112393.642059637
1734,115344.84933441
1735,138876.331038011
1736,117120.043930494
1737,322051.114716381
1738,219552.766679519
1739,249970.484849445
1740,221036.622446614
1741,184137.997608233
1742,166050.966749772
1743,170652.441635023
1744,287462.214448148
1745,226359.724556275
1746,200907.120251267
1747,222060.085044474
1748,224027.223663829
1749,147862.553586306
1750,133494.429980431
1751,219691.840246553
1752,122394.525402886
1753,136950.188480735
1754,198337.100276862
1755,168381.902270221
1756,125833.379793469
1757,116849.498025207
1758,146498.522527725
1759,161590.208520907
1760,158716.137848572
1761,143967.271351849
1762,168973.880346102
1763,165690.45954147
1764,118294.665070084
1765,162618.259461392
1766,178827.726528272
1767,197043.961280989
1768,147906.273991828
1769,167306.404634969
1770,146305.288839322
1771,129725.901595037
1772,141114.175953715
1773,129942.957585315
1774,128102.349805067
1775,130390.967174972
1776,119496.108549983
1777,108389.014165707
1778,134841.760234794
1779,115972.901108673
1780,169427.954343269
1781,125173.414148424
1782,83857.7231041841
1783,136837.130483629
1784,93043.2520935255
1785,113965.277911295
1786,153558.419568915
1787,156432.156968768
1788,58778.2034075862
1789,100412.613790163
1790,75866.3613530097
1791,184199.119222441
1792,154564.554855894
1793,128591.096301125
1794,144791.348791012
1795,132315.175285493
1796,114973.533484318
1797,112123.748380657
1798,119857.109399859
1799,106870.323903433
1800,127039.887817588
1801,129222.612936798
1802,131188.493481575
1803,142967.114061104
1804,141422.01961569
1805,137474.265229096
1806,115175.132124087
1807,136931.774290112
1808,111726.142500575
1809,110727.144349077
1810,133608.548677748
1811,96780.2193179388
1812,97475.4846529764
1813,118132.661545698
1814,90896.575639841
1815,56494.649129111
1816,95806.0705963816
1817,112938.180296563
1818,139613.736687145
1819,113432.229235015
1820,46567.1016288868
1821,111952.898347523
1822,142731.977780482
1823,39021.1979026706
1824,133078.26639339
1825,120259.793781722
1826,101303.480220296
1827,108034.217563399
1828,136335.244127703
1829,103172.143387358
1830,133494.302670282
1831,139569.006786306
1832,78022.2660393031
1833,134064.465598594
1834,116644.189945652
1835,115397.662103135
1836,123120.008887477
1837,85971.7853929132
1838,124171.593712443
1839,85947.9298799016
1840,151525.432108313
1841,144875.880736927
1842,83252.4435275515
1843,134910.061537847
1844,132047.806161809
1845,142228.950693529
1846,154494.701032806
1847,162480.912311994
1848,57384.802935904
1849,100433.300281789
1850,117886.755555211
1851,159292.666469
1852,124956.459856739
1853,141011.66555782
1854,168085.248712937
1855,148200.241029856
1856,222457.726795083
1857,123808.696332156
1858,125994.40818705
1859,110704.337609302
1860,147225.284213496
1861,110503.819672683
1862,281562.847766299
1863,273571.317887612
1864,273571.317887612
1865,289968.070022254
1866,319898.589101152
1867,224743.878032229
1868,321680.00626118
1869,204434.036160636
1870,225951.875719228
1871,238572.414806965
1872,168858.861230575
1873,246159.835906812
1874,141179.730157609
1875,199858.747726686
1876,185150.69193361
1877,205880.1016996
1878,201375.744649691
1879,130504.922014345
1880,130447.558937286
1881,227868.722448775
1882,247467.131595373
1883,190009.800732933
1884,201633.636550587
1885,243908.784092247
1886,316881.035514349
1887,206910.327749905
1888,268383.353622824
1889,159363.777773011
1890,133575.933384689
1891,127609.984383105
1892,109215.0571471
1893,138774.916907577
1894,130628.194798789
1895,138609.054128807
1896,117918.351374041
1897,114346.422683461
1898,103907.877728519
1899,142660.26065817
1900,131284.363594747
1901,154958.921254055
1902,131726.06828291
1903,196971.251298338
1904,135060.935664177
1905,183565.180134861
1906,148170.7050079
1907,192129.157197774
1908,103879.441563536
1909,135047.154323767
1910,118387.096306692
1911,189800.621334809
1912,276295.785314202
1913,137119.950646374
1914,51150.8334380773
1915,311716.65330012
1916,69153.5677705991
1917,245490.752353185
1918,137740.27346131
1919,168260.867344115
1920,143451.818947959
1921,457846.985152298
1922,320433.83999702
1923,193369.386662168
1924,225234.80611987
1925,204395.242107496
1926,410300.242809279
1927,129366.509743047
1928,142496.141062226
1929,120244.082459416
1930,128551.614207251
1931,138552.753522825
1932,128714.770834063
1933,172876.917252242
1934,170655.0456045
1935,157789.933065785
1936,175665.661061437
1937,172813.949041324
1938,163668.302761221
1939,244650.071841821
1940,182775.08268859
1941,161408.159708603
1942,173881.730639701
1943,205526.008221854
1944,336748.550285277
1945,345417.832117333
1946,135208.754851394
1947,304055.831993577
1948,165353.914378291
1949,245915.81037591
1950,178970.869708274
1951,248590.451906578
1952,229169.560032986
1953,167508.684043302
1954,175473.444353849
1955,129129.603028777
1956,275668.849739051
1957,147383.605683257
1958,301733.674140097
1959,140085.736569001
1960,111890.457303832
1961,115946.360055646
1962,90959.6180170709
1963,97707.3229484742
1964,109691.145487874
1965,148616.77349881
1966,133318.730307209
1967,259734.897104992
1968,430198.508758672
1969,372330.632898025
1970,440601.597647631
1971,406640.078976452
1972,353206.422039939
1973,243979.274967905
1974,301559.632182146
1975,499297.492563664
1976,248010.770871914
1977,340312.759178462
1978,338705.512585915
1979,333593.6864382
1980,196005.279382348
1981,335625.764401671
1982,208349.269426276
1983,190676.724667603
1984,169251.601822371
1985,210911.400284752
1986,198585.229695621
1987,179709.727926515
1988,170492.211256687
1989,193772.006536244
1990,207071.605149954
1991,226750.360442808
1992,213829.642444801
1993,172679.5178438
1994,237238.791423278
1995,181949.513202084
1996,247591.772582714
1997,294416.452556088
1998,325786.449597638
1999,249600.538532966
2000,308060.071213393
2001,251621.042671371
2002,227672.573688461
