Id,SalePrice
1461,118926.77302556903
1462,157371.5272304046
1463,179112.01743432385
1464,195659.56660745037
1465,208202.55774812817
1466,168634.0372508596
1467,177837.68597588886
1468,158100.90071221805
1469,195892.5948348262
1470,114811.49972519031
1471,197058.58695399592
1472,96276.16678679916
1473,95298.75136264056
1474,147974.18013953976
1475,109377.51329107265
1476,354696.48676511314
1477,257075.26567260126
1478,296454.2172021855
1479,284607.3964121858
1480,446603.2907401333
1481,324264.11016869167
1482,224521.52353226612
1483,180961.16851544168
1484,165003.3129343707
1485,193370.91882237638
1486,196458.5440153679
1487,331629.57429615455
1488,222982.0274270646
1489,191016.356813401
1490,223413.80669534058
1491,194675.9251226685
1492,99858.24464070324
1493,189325.82148381197
1494,295754.04473595484
1495,297228.8546206664
1496,225800.9692996389
1497,181587.9898127121
1498,162256.5599925491
1499,160598.439482038
1500,154525.8523557843
1501,172125.03469616032
1502,148867.968651753
1503,270350.27033873455
1504,238978.42511353813
1505,222517.03037905612
1506,192270.07695209509
1507,243967.952529674
1508,203887.81301897528
1509,157650.4910520069
1510,141869.6387381919
1511,145479.80808746445
1512,178092.10187245457
1513,143940.66514015914
1514,149332.46743751524
1515,188352.1636703473
1516,159330.99053867
1517,167994.32978683818
1518,131280.8810055985
1519,212596.7173204285
1520,126281.97800936401
1521,127209.08519565634
1522,182495.5208531485
1523,108580.89903546065
1524,119687.30097780835
1525,117013.07789279323
1526,114905.40987708722
1527,108079.32912454917
1528,137252.40708499285
1529,148355.87149114866
1530,169623.33511161254
1531,110286.64317189237
1532,99837.6521394564
1533,153203.08057258354
1534,118903.82606619044
1535,151056.75166160933
1536,111293.34004563242
1537,70970.40392651336
1538,161539.44349407268
1539,193720.4724805775
1540,97360.25030037641
1541,135771.12708808933
1542,142076.48336780776
1543,191340.81465777016
1544,94708.03966254099
1545,116844.84466507695
1546,140869.03595137782
1547,132616.13343768838
1548,137747.5476245981
1549,119409.88277449115
1550,135645.6057037389
1551,111939.41638427567
1552,133856.4588350806
1553,144399.8161089807
1554,117123.18001687553
1555,163121.12449626767
1556,73607.53329990484
1557,111346.02878870053
1558,102577.97944070608
1559,92543.53863715654
1560,132146.1576340767
1561,129326.84494149842
1562,130751.64776717153
1563,116858.85741452391
1564,162484.87493197765
1565,147782.56728420954
1566,230737.69265498465
1567,80910.10156937182
1568,232345.11284267425
1569,126846.90860352905
1570,143385.2541033812
1571,126176.3393470108
1572,141133.2257595188
1573,229184.581596588
1574,127593.4539182619
1575,220111.32623465068
1576,250218.62794880033
1577,184684.60344578302
1578,138538.8896166671
1579,142992.41632076117
1580,193138.7496029284
1581,154560.8442525162
1582,120358.88595412798
1583,291060.95243201073
1584,219416.88406376546
1585,138984.72398224243
1586,62412.136661424054
1587,101285.42258439882
1588,145240.9785613709
1589,102192.64950574932
1590,136660.12161905522
1591,93881.49438995245
1592,118974.63029016991
1593,120188.53187339561
1594,119177.46675347509
1595,107444.35293372729
1596,227250.32453282914
1597,185969.11077954702
1598,230785.05361029142
1599,169856.09100127162
1600,169193.6121380906
1601,65522.44051702489
1602,114446.0236698453
1603,93253.46796354624
1604,268444.26410710166
1605,248182.02693455125
1606,174602.61820340276
1607,178299.19995877572
1608,223087.69700420144
1609,181921.21062430402
1610,147401.61268529604
1611,144488.13111717397
1612,176341.80145301533
1613,166752.82297890077
1614,124065.54185987504
1615,94012.46536387996
1616,81978.06138654168
1617,94337.9915084759
1618,119329.00914041235
1619,135860.40810326548
1620,160544.02043877772
1621,139615.24408149242
1622,141021.9608921195
1623,267235.21399601205
1624,223862.86010146927
1625,115222.81558169638
1626,173031.72332531464
1627,188681.3879638822
1628,269182.36705998325
1629,181528.48695644626
1630,349172.34065454965
1631,233711.8955485478
1632,258467.52662470817
1633,171977.42777831864
1634,185954.7777258741
1635,177255.4519186763
1636,155187.8178539204
1637,199368.99220983603
1638,186138.1345199062
1639,183685.70603548616
1640,248364.05002630694
1641,181330.08427210854
1642,234015.77518333663
1643,213937.3141214381
1644,231458.45195664157
1645,199795.17906073848
1646,160423.69024376455
1647,156949.248957886
1648,126317.65788202884
