Id,SalePrice
1461,118948.13201002775
1462,156575.9180635158
1463,179215.92732797455
1464,195799.44141397608
1465,205400.2261788854
1466,169205.01548067768
1467,177679.9977751733
1468,160255.99816108533
1469,193864.12759496566
1470,115777.42607939268
1471,196299.8929623815
1472,96353.74790625671
1473,96080.03887331094
1474,148325.3182231645
1475,109118.91411493273
1476,355665.9351873612
1477,252521.644581203
1478,294784.30077447614
1479,284582.3373771901
1480,446271.64534676296
1481,321588.6094351805
1482,223554.09325969437
1483,181723.20433888485
1484,167482.69067908215
1485,194078.8736814279
1486,198250.53348448314
1487,330850.86175197357
1488,222556.2756035505
1489,188556.06248364405
1490,227167.7907453823
1491,194508.04278780834
1492,100595.28940288724
1493,188839.0586894561
1494,293760.58785116364
1495,295938.13105000183
1496,228725.80385860224
1497,176209.36078932844
1498,161180.2872039397
1499,159891.27255610324
1500,155004.18797221733
1501,172108.9166255343
1502,149023.57304440797
1503,272305.38303021283
1504,238576.9787066077
1505,224343.91592993817
1506,191842.1555554391
1507,243194.3399136167
1508,202146.47389033742
1509,157392.00677035513
1510,143721.78653592826
1511,146885.9209976425
1512,176665.22250174076
1513,142737.364815145
1514,152808.28084478003
1515,185387.0261320566
1516,156492.49696796
1517,167308.28052658832
1518,133830.9038962056
1519,213138.41899897167
1520,127074.38566008737
1521,127656.392564953
1522,181188.1866130187
1523,107215.64038090875
1524,117221.52251477381
1525,117073.94758426373
1526,115810.13699647738
1527,108366.90289385359
1528,134464.14797578935
1529,148602.40005238057
1530,170599.28271615502
1531,114849.92855757166
1532,101993.07120457223
1533,152879.67305423206
1534,117472.24167591982
1535,150566.31640909938
1536,112028.98419749511
1537,74960.78606160302
1538,162640.33282708796
1539,188725.49084854152
1540,100065.17125632288
1541,135289.6451905551
1542,140322.56335175314
1543,187383.7176688906
1544,94932.218905551
1545,114339.46898094761
1546,139907.77406632286
1547,132516.85353553033
1548,133045.33473579606
1549,117281.60916831708
1550,135855.20246419022
1551,114222.73156194681
1552,135870.88935712312
1553,144165.4058486863
1554,117144.25308285741
1555,164933.51910898657
1556,73827.79768018033
1557,108731.24165747379
1558,100852.48278819493
1559,93943.22042745053
1560,133552.06475041172
1561,129174.10779884513
1562,131354.45751864847
1563,116994.47487616041
1564,162518.5157079355
1565,147363.63704168724
1566,226263.39104708986
1567,82180.6430083121
1568,234785.43806348072
1569,130050.98773309072
1570,144076.43383425867
1571,125221.09105216153
1572,141068.66233228185
1573,232923.53598341928
1574,127529.80900307657
1575,218435.6060947266
1576,253207.75818892234
1577,185315.68567657928
1578,136944.30591770768
1579,142711.68677458726
1580,192517.7886053212
1581,155259.3354794
1582,121195.23374083247
1583,292331.4739587664
1584,220786.997181316
1585,140827.65871935093
1586,63318.226535293696
1587,101671.53176637541
1588,145733.16954632674
1589,101144.61177753753
1590,135987.94100200082
1591,94985.36117770996
1592,120032.68167310958
1593,121281.74890299149
1594,118687.61458588853
1595,108414.36487873542
1596,224216.70895153147
1597,187348.72660470032
1598,222738.32247153818
1599,169630.71041036712
1600,169860.71582234188
1601,67493.04371739255
1602,113674.10803339662
1603,92786.23438886067
1604,267750.0223527239
1605,247957.21929690073
1606,173786.44301618356
1607,178158.78746969072
1608,225360.4887662938
1609,181601.385465347
1610,147908.0380902582
1611,146543.55494540912
1612,177474.42311007524
1613,168830.38107371447
1614,125130.77546071676
1615,93269.04223261031
1616,81856.31265631039
1617,93631.80705546017
1618,119437.67474244062
1619,135746.4984714646
1620,165285.63687055797
1621,138462.12941297912
1622,139975.4589522101
1623,265053.6548852374
1624,226228.41200306246
1625,114869.88025440935
1626,174313.04448337032
1627,189172.8254962408
1628,267742.4825277296
1629,179558.02131834926
1630,342879.77154923877
1631,226879.70870789365
1632,252501.72066759467
1633,172280.2921068779
1634,188943.34339026734
1635,178598.93571213854
1636,156847.25125425382
1637,196220.6106661268
1638,186928.11519518925
1639,183193.26850748976
1640,244794.49006691572
1641,181324.42702489533
1642,235222.55687445836
1643,214654.14407348426
1644,229790.7038002631
1645,200024.8273682594
1646,162340.4557681522
1647,156348.8806756632
1648,128298.52196455856
1649,142026.3530912539
1650,112177.61160746738
1651,120151.55525039026
1652,99109.76335035606
1653,101278.77534723603
1654,146484.22181659442
1655,135348.46621506725
1656,141447.44837362063
1657,148720.91795974848
1658,149710.6124985873
1659,114101.96669283933
1660,157301.4987623546
1661,434511.6002641791
1662,366814.2454484394
1663,366104.73563955794
1664,481393.261533618
1665,300655.17380212527
1666,323468.33058888995
1667,363163.1749552214
1668,338361.3175327077
1669,302845.57346467976
1670,335440.9807646338
1671,266426.17573429696
1672,396896.6551402536
1673,297423.9472315847
1674,246672.35357466666
1675,209055.9608363208
1676,208686.52432383253
1677,232221.60375667847
1678,437941.99340150505
1679,360502.8469246008
1680,320320.4134017804
1681,244058.76777476823
1682,303693.9708219633
1683,197855.8578708194
1684,185962.03214821094
1685,178739.40873482625
1686,176047.5757783338
1687,175228.63335487014
1688,194801.1695809269
1689,196214.4448480102
1690,202189.0653728536
1691,191964.5633628318
1692,257732.17967635678
1693,175883.08827420967
1694,179827.5102989857
1695,161396.35922834172
1696,268207.5039452094
1697,164620.87389405572
1698,341998.04764149996
1699,317455.3710241324
1700,258881.76350686193
1701,282302.4755155573
1702,243901.8329569303
1703,241742.87461694275
1704,271641.5503182941
1705,238332.8718296026
1706,387926.3489296364
1707,206951.8067583715
1708,197832.50012310332
1709,265071.4397994925
1710,223490.06108944488
1711,274241.05514154816
1712,247433.81830475337
1713,260667.58862251762
1714,219874.02147868957
1715,205147.024176798
1716,180043.6135609363
1717,179418.36417717198
1718,136487.10515909333
1719,203206.80721501843
1720,230529.0410046227
1721,171175.05958906084
1722,133523.35304902296
1723,164476.5150355545
1724,201756.2884468485
1725,234047.16581489658
1726,189370.07465452424
1727,160156.93067362442
1728,186529.49909857634
1729,161216.3595346606
1730,144855.95015925434
1731,121381.51002969286
1732,122993.76516862975
1733,109863.76798817585
1734,117932.24762090767
1735,138029.46857207431
1736,109488.59524024765
1737,281877.4560737179
1738,255841.54812939125
1739,223304.25100213877
1740,223482.9326095948
1741,197840.99673257608
1742,167818.52292634698
1743,179975.15128162954
1744,288410.09819823876
1745,217472.45581592794
1746,189248.27380493088
1747,221208.56426011203
1748,214732.17815436106
1749,152617.034807911
1750,129078.0482623193
1751,250340.64068430217
1752,115100.95402518098
1753,149471.9423985909
1754,193850.8301971316
1755,168947.23801797465
1756,120857.00340976643
1757,116211.72679795198
1758,144075.55873537192
1759,160732.10643354003
1760,169709.64979243893
1761,156076.6231114332
1762,170466.0730585619
1763,189233.94141214096
1764,114859.68895208195
1765,152971.71346197487
1766,185689.7478505645
1767,214179.64472211566
1768,138309.47632205617
1769,167683.8936417337
1770,153121.28270846503
1771,128383.53060954112
1772,140228.30639535736
1773,124035.26088558939
1774,148531.12788021192
1775,138219.85046263484
1776,122589.21346517665
1777,102131.17857587812
1778,138862.09256423963
1779,113954.37248796778
1780,171153.21077973145
1781,127411.8139897585
1782,86844.60568614227
1783,147215.66624403768
1784,104665.88013565908
